ID,type,http__www_w3_org_2004_02_skos_core_broader,http__www_w3_org_1999_02_22-rdf-syntax-ns_type,http__purl_org_dc_terms_description,http__www_w3_org_2004_02_skos_core_narrower,http__www_w3_org_2004_02_skos_core_inScheme,http__www_w3_org_2004_02_skos_core_member,http__www_w3_org_2004_02_skos_core_prefLabel
https://aphia.org/ns/traits/fossil_range#hadean,concept,,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,hadean
https://aphia.org/ns/traits/fossil_range#pleistocene,concept,https://aphia.org/ns/traits/fossil_range#quaternary,https://aphia.org/ns/attribute-trait/Trait,,https://aphia.org/ns/traits/fossil_range#calabrian,https://aphia.org/ns/traits/,,pleistocene
https://aphia.org/ns/traits/fossil_range#mesoproterozoic,concept,https://aphia.org/ns/traits/fossil_range#proterozoic,https://aphia.org/ns/attribute-trait/Trait,,https://aphia.org/ns/traits/fossil_range#ectasian,https://aphia.org/ns/traits/,,mesoproterozoic
https://aphia.org/ns/traits/fossil_range#ludlow,concept,https://aphia.org/ns/traits/fossil_range#silurian,https://aphia.org/ns/attribute-trait/Trait,,https://aphia.org/ns/traits/fossil_range#gorstian,https://aphia.org/ns/traits/,,ludlow
https://aphia.org/ns/traits/fossil_range#triassic_middle,concept,https://aphia.org/ns/traits/fossil_range#triassic,https://aphia.org/ns/attribute-trait/Trait,,https://aphia.org/ns/traits/fossil_range#ladinian,https://aphia.org/ns/traits/,,triassic middle
https://aphia.org/ns/traits/fossil_range#cryogenian,concept,https://aphia.org/ns/traits/fossil_range#neoproterozoic,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,cryogenian
https://aphia.org/ns/traits/fossil_range#aquitanian,concept,https://aphia.org/ns/traits/fossil_range#miocene,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,aquitanian
https://aphia.org/ns/traits/fossil_range#aalenian,concept,https://aphia.org/ns/traits/fossil_range#jurassic_middle,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,aalenian
https://aphia.org/ns/traits/fossil_range#jurassic_lower,concept,https://aphia.org/ns/traits/fossil_range#jurassic,https://aphia.org/ns/attribute-trait/Trait,,https://aphia.org/ns/traits/fossil_range#sinemurian,https://aphia.org/ns/traits/,,jurassic lower
https://aphia.org/ns/traits/fossil_range#gelasian,concept,https://aphia.org/ns/traits/fossil_range#pleistocene,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,gelasian
https://aphia.org/ns/traits/fossil_range#pridoli,concept,https://aphia.org/ns/traits/fossil_range#silurian,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,pridoli
https://aphia.org/ns/traits/fossil_range#paibian,concept,https://aphia.org/ns/traits/fossil_range#furongian,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,paibian
https://aphia.org/ns/traits/fossil_range#dapingian,concept,https://aphia.org/ns/traits/fossil_range#ordovician_middle,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,dapingian
https://aphia.org/ns/traits/fossil_range#devonian_middle,concept,https://aphia.org/ns/traits/fossil_range#devonian,https://aphia.org/ns/attribute-trait/Trait,,https://aphia.org/ns/traits/fossil_range#eifelian,https://aphia.org/ns/traits/,,devonian middle
https://aphia.org/ns/traits/fossil_range#pliocene,concept,https://aphia.org/ns/traits/fossil_range#neogene,https://aphia.org/ns/attribute-trait/Trait,,https://aphia.org/ns/traits/fossil_range#piacenzian,https://aphia.org/ns/traits/,,pliocene
https://aphia.org/ns/traits/fossil_range#jurassic_middle,concept,https://aphia.org/ns/traits/fossil_range#jurassic,https://aphia.org/ns/attribute-trait/Trait,,https://aphia.org/ns/traits/fossil_range#callovian,https://aphia.org/ns/traits/,,jurassic middle
https://aphia.org/ns/traits/fossil_range#paleoproterozoic,concept,https://aphia.org/ns/traits/fossil_range#proterozoic,https://aphia.org/ns/attribute-trait/Trait,,https://aphia.org/ns/traits/fossil_range#orosirian,https://aphia.org/ns/traits/,,paleoproterozoic
https://aphia.org/ns/traits/fossil_range#cretaceous_lower,concept,https://aphia.org/ns/traits/fossil_range#cretaceous,https://aphia.org/ns/attribute-trait/Trait,,https://aphia.org/ns/traits/fossil_range#valanginian,https://aphia.org/ns/traits/,,cretaceous lower
https://aphia.org/ns/traits/fossil_range#bathonian,concept,https://aphia.org/ns/traits/fossil_range#jurassic_middle,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,bathonian
https://aphia.org/ns/traits/fossil_range#mississippian,concept,https://aphia.org/ns/traits/fossil_range#carboniferous,https://aphia.org/ns/attribute-trait/Trait,,https://aphia.org/ns/traits/fossil_range#mississippian_upper,https://aphia.org/ns/traits/,,mississippian
https://aphia.org/ns/traits/fossil_range#maastrichtian,concept,https://aphia.org/ns/traits/fossil_range#cretaceous_upper,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,maastrichtian
https://aphia.org/ns/traits/fossil_range#bajocian,concept,https://aphia.org/ns/traits/fossil_range#jurassic_middle,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,bajocian
https://aphia.org/ns/traits/fossil_range#holocene,concept,https://aphia.org/ns/traits/fossil_range#quaternary,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,holocene
https://aphia.org/ns/traits/fossil_range#devonian_lower,concept,https://aphia.org/ns/traits/fossil_range#devonian,https://aphia.org/ns/attribute-trait/Trait,,https://aphia.org/ns/traits/fossil_range#pragian,https://aphia.org/ns/traits/,,devonian lower
https://aphia.org/ns/traits/fossil_range#priabonian,concept,https://aphia.org/ns/traits/fossil_range#eocene,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,priabonian
https://aphia.org/ns/traits/fossil_range#stage_2,concept,https://aphia.org/ns/traits/fossil_range#terreneuvian,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,stage 2
https://aphia.org/ns/traits/fossil_range#guadalupian,concept,https://aphia.org/ns/traits/fossil_range#permian,https://aphia.org/ns/attribute-trait/Trait,,https://aphia.org/ns/traits/fossil_range#capitanian,https://aphia.org/ns/traits/,,guadalupian
https://aphia.org/ns/traits/fossil_range#ordovician_upper,concept,https://aphia.org/ns/traits/fossil_range#ordovician,https://aphia.org/ns/attribute-trait/Trait,,https://aphia.org/ns/traits/fossil_range#katian,https://aphia.org/ns/traits/,,ordovician upper
https://aphia.org/ns/traits/fossil_range#eocene,concept,https://aphia.org/ns/traits/fossil_range#paleogene,https://aphia.org/ns/attribute-trait/Trait,,https://aphia.org/ns/traits/fossil_range#bartonian,https://aphia.org/ns/traits/,,eocene
https://aphia.org/ns/traits/fossil_range#eifelian,concept,https://aphia.org/ns/traits/fossil_range#devonian_middle,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,eifelian
https://aphia.org/ns/traits/fossil_range#pennsylvanian_lower,concept,https://aphia.org/ns/traits/fossil_range#pennsylvanian,https://aphia.org/ns/attribute-trait/Trait,,https://aphia.org/ns/traits/fossil_range#bashkirian,https://aphia.org/ns/traits/,,pennsylvanian lower
https://aphia.org/ns/traits/fossil_range#mesoarchean,concept,https://aphia.org/ns/traits/fossil_range#archaen,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,mesoarchean
https://aphia.org/ns/traits/fossil_range#wordian,concept,https://aphia.org/ns/traits/fossil_range#guadalupian,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,wordian
https://aphia.org/ns/traits/fossil_range#artinskian,concept,https://aphia.org/ns/traits/fossil_range#cisuralian,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,artinskian
https://aphia.org/ns/traits/fossil_range#pleistocene_middle,concept,https://aphia.org/ns/traits/fossil_range#pleistocene,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,pleistocene middle
https://aphia.org/ns/traits/fossil_range#albian,concept,https://aphia.org/ns/traits/fossil_range#cretaceous_lower,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,albian
https://aphia.org/ns/traits/fossil_range#ordovician_lower,concept,https://aphia.org/ns/traits/fossil_range#ordovician,https://aphia.org/ns/attribute-trait/Trait,,https://aphia.org/ns/traits/fossil_range#floian,https://aphia.org/ns/traits/,,ordovician lower
https://aphia.org/ns/traits/fossil_range#rhyacian,concept,https://aphia.org/ns/traits/fossil_range#paleoproterozoic,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,rhyacian
https://aphia.org/ns/traits/fossil_range#thanetian,concept,https://aphia.org/ns/traits/fossil_range#paleocene,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,thanetian
https://aphia.org/ns/traits/fossil_range#mississippian_lower,concept,https://aphia.org/ns/traits/fossil_range#mississippian,https://aphia.org/ns/attribute-trait/Trait,,https://aphia.org/ns/traits/fossil_range#tournaisian,https://aphia.org/ns/traits/,,mississippian lower
https://aphia.org/ns/traits/fossil_range#eoarchean,concept,https://aphia.org/ns/traits/fossil_range#archaen,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,eoarchean
https://aphia.org/ns/traits/fossil_range#stage_10,concept,https://aphia.org/ns/traits/fossil_range#furongian,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,stage 10
https://aphia.org/ns/traits/fossil_range#moscovian,concept,https://aphia.org/ns/traits/fossil_range#pennsylvanian_middle,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,moscovian
https://aphia.org/ns/traits/fossil_range#pleistocene_upper,concept,https://aphia.org/ns/traits/fossil_range#pleistocene,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,pleistocene upper
https://aphia.org/ns/traits/fossil_range#ludfordian,concept,https://aphia.org/ns/traits/fossil_range#ludlow,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,ludfordian
https://aphia.org/ns/traits/fossil_range#homerian,concept,https://aphia.org/ns/traits/fossil_range#wenlock,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,homerian
https://aphia.org/ns/traits/fossil_range#jiangshanian,concept,https://aphia.org/ns/traits/fossil_range#furongian,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,jiangshanian
https://aphia.org/ns/traits/fossil_range#guzhangian,concept,https://aphia.org/ns/traits/fossil_range#series_3,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,guzhangian
https://aphia.org/ns/traits/fossil_range#calabrian,concept,https://aphia.org/ns/traits/fossil_range#pleistocene,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,calabrian
https://aphia.org/ns/traits/fossil_range#paleoarchean,concept,https://aphia.org/ns/traits/fossil_range#archaen,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,paleoarchean
https://aphia.org/ns/traits/fossil_range#norian,concept,https://aphia.org/ns/traits/fossil_range#triassic_upper,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,norian
https://aphia.org/ns/traits/fossil_range#cretaceous_upper,concept,https://aphia.org/ns/traits/fossil_range#cretaceous,https://aphia.org/ns/attribute-trait/Trait,,https://aphia.org/ns/traits/fossil_range#turonian,https://aphia.org/ns/traits/,,cretaceous upper
https://aphia.org/ns/traits/fossil_range#siderian,concept,https://aphia.org/ns/traits/fossil_range#paleoproterozoic,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,siderian
https://aphia.org/ns/traits/fossil_range#calymmian,concept,https://aphia.org/ns/traits/fossil_range#mesoproterozoic,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,calymmian
https://aphia.org/ns/traits/fossil_range#tortonian,concept,https://aphia.org/ns/traits/fossil_range#miocene,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,tortonian
https://aphia.org/ns/traits/fossil_range#aeronian,concept,https://aphia.org/ns/traits/fossil_range#llandovery,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,aeronian
https://aphia.org/ns/traits/fossil_range#triassic_upper,concept,https://aphia.org/ns/traits/fossil_range#triassic,https://aphia.org/ns/attribute-trait/Trait,,https://aphia.org/ns/traits/fossil_range#norian,https://aphia.org/ns/traits/,,triassic upper
https://aphia.org/ns/traits/fossil_range#changhsingian,concept,https://aphia.org/ns/traits/fossil_range#lopingian,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,changhsingian
https://aphia.org/ns/traits/fossil_range#emsian,concept,https://aphia.org/ns/traits/fossil_range#devonian_lower,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,emsian
https://aphia.org/ns/traits/fossil_range#pennsylvanian,concept,https://aphia.org/ns/traits/fossil_range#carboniferous,https://aphia.org/ns/attribute-trait/Trait,,https://aphia.org/ns/traits/fossil_range#pennsylvanian_lower,https://aphia.org/ns/traits/,,pennsylvanian
https://aphia.org/ns/traits/fossil_range#mesozoic,concept,https://aphia.org/ns/traits/fossil_range#phanerozoic,https://aphia.org/ns/attribute-trait/Trait,,https://aphia.org/ns/traits/fossil_range#jurassic,https://aphia.org/ns/traits/,,mesozoic
https://aphia.org/ns/traits/fossil_range#tremadocian,concept,https://aphia.org/ns/traits/fossil_range#ordovician_lower,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,tremadocian
https://aphia.org/ns/traits/fossil_range#devonian,concept,https://aphia.org/ns/traits/fossil_range#paleozoic,https://aphia.org/ns/attribute-trait/Trait,,https://aphia.org/ns/traits/fossil_range#devonian_lower,https://aphia.org/ns/traits/,,devonian
https://aphia.org/ns/traits/fossil_range#danian,concept,https://aphia.org/ns/traits/fossil_range#paleocene,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,danian
https://aphia.org/ns/traits/fossil_range#lochkovian,concept,https://aphia.org/ns/traits/fossil_range#devonian_lower,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,lochkovian
https://aphia.org/ns/traits/fossil_range#ladinian,concept,https://aphia.org/ns/traits/fossil_range#triassic_middle,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,ladinian
https://aphia.org/ns/traits/fossil_range#drumian,concept,https://aphia.org/ns/traits/fossil_range#series_3,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,drumian
https://aphia.org/ns/traits/fossil_range#permian,concept,https://aphia.org/ns/traits/fossil_range#paleozoic,https://aphia.org/ns/attribute-trait/Trait,,https://aphia.org/ns/traits/fossil_range#cisuralian,https://aphia.org/ns/traits/,,permian
https://aphia.org/ns/traits/fossil_range#furongian,concept,https://aphia.org/ns/traits/fossil_range#cambrian,https://aphia.org/ns/attribute-trait/Trait,,https://aphia.org/ns/traits/fossil_range#paibian,https://aphia.org/ns/traits/,,furongian
https://aphia.org/ns/traits/fossil_range#serravallian,concept,https://aphia.org/ns/traits/fossil_range#miocene,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,serravallian
https://aphia.org/ns/traits/fossil_range#devonian_upper,concept,https://aphia.org/ns/traits/fossil_range#devonian,https://aphia.org/ns/attribute-trait/Trait,,https://aphia.org/ns/traits/fossil_range#famennian,https://aphia.org/ns/traits/,,devonian upper
https://aphia.org/ns/traits/fossil_range#asselian,concept,https://aphia.org/ns/traits/fossil_range#cisuralian,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,asselian
https://aphia.org/ns/traits/fossil_range#tournaisian,concept,https://aphia.org/ns/traits/fossil_range#mississippian_lower,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,tournaisian
https://aphia.org/ns/traits/fossil_range#olenekian,concept,https://aphia.org/ns/traits/fossil_range#triassic_lower,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,olenekian
https://aphia.org/ns/traits/fossil_range#telychian,concept,https://aphia.org/ns/traits/fossil_range#llandovery,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,telychian
https://aphia.org/ns/traits/fossil_range#cenomanian,concept,https://aphia.org/ns/traits/fossil_range#cretaceous_upper,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,cenomanian
https://aphia.org/ns/traits/fossil_range#tonian,concept,https://aphia.org/ns/traits/fossil_range#neoproterozoic,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,tonian
https://aphia.org/ns/traits/fossil_range#messinian,concept,https://aphia.org/ns/traits/fossil_range#miocene,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,messinian
https://aphia.org/ns/traits/fossil_range#turonian,concept,https://aphia.org/ns/traits/fossil_range#cretaceous_upper,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,turonian
https://aphia.org/ns/traits/fossil_range#sakmarian,concept,https://aphia.org/ns/traits/fossil_range#cisuralian,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,sakmarian
https://aphia.org/ns/traits/fossil_range#induan,concept,https://aphia.org/ns/traits/fossil_range#triassic_lower,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,induan
https://aphia.org/ns/traits/fossil_range#sandbian,concept,https://aphia.org/ns/traits/fossil_range#ordovician_upper,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,sandbian
https://aphia.org/ns/traits/fossil_range#neoarchean,concept,https://aphia.org/ns/traits/fossil_range#archaen,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,neoarchean
https://aphia.org/ns/traits/fossil_range#kungurian,concept,https://aphia.org/ns/traits/fossil_range#cisuralian,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,kungurian
https://aphia.org/ns/traits/fossil_range#roadian,concept,https://aphia.org/ns/traits/fossil_range#guadalupian,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,roadian
https://aphia.org/ns/traits/fossil_range#anisian,concept,https://aphia.org/ns/traits/fossil_range#triassic_middle,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,anisian
https://aphia.org/ns/traits/fossil_range#langhian,concept,https://aphia.org/ns/traits/fossil_range#miocene,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,langhian
https://aphia.org/ns/traits/fossil_range#rhuddanian,concept,https://aphia.org/ns/traits/fossil_range#llandovery,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,rhuddanian
https://aphia.org/ns/traits/fossil_range#rupelian,concept,https://aphia.org/ns/traits/fossil_range#oligocene,https://aphia.org/ns/attribute-trait/Trait,,,https://aphia.org/ns/traits/,,rupelian
